"Participant","trial_type","trial_number","key_pressed","Response","correctness","RT","logRT","Mapping","expected","Handedness"
2088,"experimental_trials_incompatible",13,"p","right",1,453,6.11589212548303,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",14,"p","right",1,472,6.15697898558556,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",15,"p","right",1,484,6.18208490671663,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",16,"p","right",1,478,6.16961073249146,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",17,"q","left",1,368,5.90808293816893,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",18,"q","left",1,455,6.12029741895095,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",19,"p","right",1,489,6.19236248947487,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",20,"q","left",1,398,5.98645200528444,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",21,"p","right",1,355,5.87211778947542,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",22,"p","right",1,420,6.04025471127741,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",23,"q","left",1,399,5.98896141688986,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",24,"q","left",1,418,6.03548143252476,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",25,"p","right",1,456,6.12249280951439,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",26,"p","right",1,380,5.94017125272043,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",27,"q","left",1,339,5.82600010738045,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",28,"q","left",1,429,6.06145691892802,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",29,"p","right",1,447,6.10255859461357,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",30,"q","left",1,341,5.83188247728352,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",31,"p","right",1,476,6.16541785423142,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",32,"q","left",1,430,6.06378520868761,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",33,"p","right",1,420,6.04025471127741,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",34,"q","left",1,321,5.77144112313002,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",35,"p","right",1,482,6.1779441140506,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",36,"q","left",1,356,5.87493073085203,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",37,"q","left",1,407,6.00881318544259,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",38,"q","left",1,416,6.03068526026126,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",39,"p","right",1,405,6.00388706710654,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",40,"q","left",1,314,5.74939298590825,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",41,"p","right",1,357,5.87773578177964,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",42,"q","left",1,364,5.89715386763674,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",43,"p","right",1,467,6.1463292576689,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",44,"p","right",1,404,6.00141487796115,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",45,"p","right",1,716,6.57368016696065,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",46,"q","left",1,390,5.96614673912369,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",47,"p","right",1,490,6.19440539110467,"incompatible","small","left-handed"
